TRD_DD,ISU_SRT_CD,ADJ_FACTOR
103590,일진전기,-155.2
103660,씨앗,
103660,씨앗,-1189
103660,씨앗,-119.9
103660,씨앗,-1189
103840,우양,
103840,우양,-33.22222222222222222222222222
103840,우양,63.07142857142857142857142857
103840,우양,-33.22222222222222222222222222
104040,대성파인텍,
104040,대성파인텍,-88.21428571428571428571428571
104040,대성파인텍,-138.2222222222222222222222222
104040,대성파인텍,-88.21428571428571428571428571
104200,NHN벅스,
104200,NHN벅스,-18.28571428571428571428571429
104200,NHN벅스,212.3333333333333333333333333
104200,NHN벅스,-18.28571428571428571428571429
104460,디와이피엔에프,
104460,디와이피엔에프,-17.26415094339622641509433962
104460,디와이피엔에프,-34.27272727272727272727272727
104460,디와이피엔에프,-17.26415094339622641509433962
104480,티케이케미칼,
104480,티케이케미칼,-100.5882352941176470588235294
104480,티케이케미칼,426.5
104480,티케이케미칼,-100.5882352941176470588235294
104540,코렌텍,
104540,코렌텍,81.14285714285714285714285714
104540,코렌텍,-28.04761904761904761904761905
104540,코렌텍,81.14285714285714285714285714
104620,노랑풍선,
104620,노랑풍선,-34.94117647058823529411764706
104620,노랑풍선,-298
104620,노랑풍선,-34.94117647058823529411764706
104700,한국철강,
104700,한국철강,-98.44444444444444444444444444
104700,한국철강,-296.3333333333333333333333333
104700,한국철강,-98.44444444444444444444444444
104830,원익머트리얼즈,
104830,원익머트리얼즈,483
104830,원익머트리얼즈,-33.2
104830,원익머트리얼즈,483
105330,케이엔더블유,
105330,케이엔더블유,-52.11764705882352941176470588
105330,케이엔더블유,-43.19047619047619047619047619
105330,케이엔더블유,-52.11764705882352941176470588
105550,엣지파운드리,
105550,엣지파운드리,31.13333333333333333333333333
105550,엣지파운드리,-23.23809523809523809523809524
105550,엣지파운드리,31.13333333333333333333333333
105560,KB금융,
105560,KB금융,-76.57142857142857142857142857
105560,KB금융,-18.86666666666666666666666667
105560,KB금융,-76.57142857142857142857142857
105630,한세실업,
105630,한세실업,-197
105630,한세실업,-29.97058823529411764705882353
105630,한세실업,-197
105740,디케이락,
105740,디케이락,37.26086956521739130434782609
105740,디케이락,-16.03508771929824561403508772
105740,디케이락,37.26086956521739130434782609
105760,포스뱅크,
105760,포스뱅크,-92.28571428571428571428571429
105760,포스뱅크,-41.375
105760,포스뱅크,-92.28571428571428571428571429
105840,우진,
105840,우진,1101
105840,우진,-85.69230769230769230769230769
105840,우진,1101
106080,케이이엠텍,
106080,케이이엠텍,-139.3846153846153846153846154
106080,케이이엠텍,-59.45161290322580645161290323
106080,케이이엠텍,-139.3846153846153846153846154
106190,하이텍팜,
106190,하이텍팜,87.28571428571428571428571429
106190,하이텍팜,-35.91428571428571428571428571
106190,하이텍팜,87.28571428571428571428571429
106240,파인테크닉스,
106240,파인테크닉스,-209.4
106240,파인테크닉스,-1048
106240,파인테크닉스,-209.4
106520,노블엠앤비,
106520,노블엠앤비,
106520,노블엠앤비,
106520,노블엠앤비,
107590,미원홀딩스,
107590,미원홀딩스,-89.25
107590,미원홀딩스,141.8
107590,미원홀딩스,-89.25
107600,새빗켐,
107600,새빗켐,10.45454545454545454545454545
107600,새빗켐,-50.28571428571428571428571429
107600,새빗켐,10.45454545454545454545454545
107640,한중엔시에스,
107640,한중엔시에스,-704
107640,한중엔시에스,-17
107640,한중엔시에스,-704
108230,톱텍,
108230,톱텍,-48.36842105263157894736842105
108230,톱텍,-23.41463414634146341463414634
108230,톱텍,-48.36842105263157894736842105
108320,LX세미콘,
108320,LX세미콘,-108.8
108320,LX세미콘,-25.72727272727272727272727273
108320,LX세미콘,-108.8
108380,대양전기공업,
108380,대양전기공업,-27.44444444444444444444444444
108380,대양전기공업,-21.58333333333333333333333333
108380,대양전기공업,-27.44444444444444444444444444
108490,로보티즈,
108490,로보티즈,139.3333333333333333333333333
108490,로보티즈,-34.44
108490,로보티즈,139.3333333333333333333333333
108670,LX하우시스,
108670,LX하우시스,-82.85714285714285714285714286
108670,LX하우시스,-37.25
108670,LX하우시스,-82.85714285714285714285714286
108675,LX하우시스우,
108675,LX하우시스우,298.8333333333333333333333333
108675,LX하우시스우,-359.6
108675,LX하우시스우,298.8333333333333333333333333
108860,셀바스AI,
108860,셀바스AI,120.0909090909090909090909091
108860,셀바스AI,-67.05
108860,셀바스AI,120.0909090909090909090909091
109070,주성코퍼레이션,
109070,주성코퍼레이션,31.06666666666666666666666667
109070,주성코퍼레이션,65.57142857142857142857142857
109070,주성코퍼레이션,31.06666666666666666666666667
109080,옵티시스,
109080,옵티시스,-44.85714285714285714285714286
109080,옵티시스,-31.38709677419354838709677419
109080,옵티시스,-44.85714285714285714285714286
109610,에스와이,
109610,에스와이,233.3333333333333333333333333
109610,에스와이,139
109610,에스와이,233.3333333333333333333333333
109670,씨싸이트,
109670,씨싸이트,-140.4
109670,씨싸이트,-37.94736842105263157894736842
109670,씨싸이트,-140.4
109740,디에스케이,
109740,디에스케이,66.18181818181818181818181818
109740,디에스케이,-25.26666666666666666666666667
109740,디에스케이,66.18181818181818181818181818
109820,진매트릭스,
109820,진매트릭스,-74.14285714285714285714285714
109820,진매트릭스,-65.875
109820,진매트릭스,-74.14285714285714285714285714
109860,동일금속,
109860,동일금속,-89.22222222222222222222222222
109860,동일금속,-268.6666666666666666666666667
109860,동일금속,-89.22222222222222222222222222
109960,AP헬스케어,
109960,AP헬스케어,-8.866666666666666666666666667
109960,AP헬스케어,-45.33333333333333333333333333
109960,AP헬스케어,-8.866666666666666666666666667
110020,전진바이오팜,
110020,전진바이오팜,-51.64285714285714285714285714
110020,전진바이오팜,-18.21428571428571428571428571
110020,전진바이오팜,-51.64285714285714285714285714
110790,크리스에프앤씨,
110790,크리스에프앤씨,79.75
110790,크리스에프앤씨,-88
110790,크리스에프앤씨,79.75
110990,디아이티,
110990,디아이티,-170.7142857142857142857142857
110990,디아이티,-24.9
110990,디아이티,-170.7142857142857142857142857
111110,호전실업,
111110,호전실업,229.3333333333333333333333333
111110,호전실업,-6.685950413223140495867768595
111110,호전실업,229.3333333333333333333333333
111380,동인기연,
111380,동인기연,-475
111380,동인기연,-45.53125
111380,동인기연,-475
111710,남화산업,
111710,남화산업,-479
111710,남화산업,-137.8571428571428571428571429
111710,남화산업,-479
111770,영원무역,
111770,영원무역,143.25
111770,영원무역,-82.85714285714285714285714286
111770,영원무역,143.25
111870,KH 미래물산,
111870,KH 미래물산,
111870,KH 미래물산,
111870,KH 미래물산,
112040,위메이드,
112040,위메이드,-148.75
112040,위메이드,-596
112040,위메이드,-148.75
112190,KC산업,
112190,KC산업,
112190,KC산업,112.9
112190,KC산업,
112290,와이씨켐,
112290,와이씨켐,-50
112290,와이씨켐,-51
112290,와이씨켐,-50
112610,씨에스윈드,
112610,씨에스윈드,-181.6
112610,씨에스윈드,-455
112610,씨에스윈드,-181.6
113810,디젠스,
113810,디젠스,-26.41176470588235294117647059
113810,디젠스,-20.10638297872340425531914894
113810,디젠스,-26.41176470588235294117647059
114090,GKL,
114090,GKL,-109.5333333333333333333333333
114090,GKL,-235.7142857142857142857142857
114090,GKL,-109.5333333333333333333333333
114190,강원에너지,
114190,강원에너지,-52.90476190476190476190476190
114190,강원에너지,
114190,강원에너지,-52.90476190476190476190476190
114450,그린생명과학,
114450,그린생명과학,-17.86111111111111111111111111
114450,그린생명과학,11.60784313725490196078431373
114450,그린생명과학,-17.86111111111111111111111111
114630,폴라리스우노,
114630,폴라리스우노,-258
114630,폴라리스우노,-517
114630,폴라리스우노,-258
114810,한솔아이원스,
114810,한솔아이원스,-72.91666666666666666666666667
114810,한솔아이원스,-59.33333333333333333333333333
114810,한솔아이원스,-72.91666666666666666666666667
114840,아이패밀리에스씨,
114840,아이패밀리에스씨,-62.66666666666666666666666667
114840,아이패밀리에스씨,11.28758169934640522875816993
114840,아이패밀리에스씨,-62.66666666666666666666666667
114920,대주이엔티,
114920,대주이엔티,153.3333333333333333333333333
114920,대주이엔티,
114920,대주이엔티,153.3333333333333333333333333
115160,휴맥스,
115160,휴맥스,125
115160,휴맥스,-59.82352941176470588235294118
115160,휴맥스,125
115180,큐리언트,
115180,큐리언트,-54.68421052631578947368421053
115180,큐리언트,-20.98076923076923076923076923
115180,큐리언트,-54.68421052631578947368421053
115310,인포바인,
115310,인포바인,-75
115310,인포바인,-28.77777777777777777777777778
115310,인포바인,-75
115440,우리넷,
115440,우리넷,164.25
115440,우리넷,327.5
115440,우리넷,164.25
115450,HLB테라퓨틱스,
115450,HLB테라퓨틱스,-47.07142857142857142857142857
115450,HLB테라퓨틱스,-32.38095238095238095238095238
115450,HLB테라퓨틱스,-47.07142857142857142857142857
115480,씨유메디칼,
115480,씨유메디칼,30.25
115480,씨유메디칼,-202.6666666666666666666666667
115480,씨유메디칼,30.25
115500,케이씨에스,
115500,케이씨에스,478
115500,케이씨에스,-74.53846153846153846153846154
115500,케이씨에스,478
115530,씨엔플러스,
115530,씨엔플러스,79.16666666666666666666666667
115530,씨엔플러스,
115530,씨엔플러스,79.16666666666666666666666667
115570,스타플렉스,
115570,스타플렉스,118.2
115570,스타플렉스,-22.88888888888888888888888889
115570,스타플렉스,118.2
115610,이미지스,
115610,이미지스,536.5
115610,이미지스,-33.51515151515151515151515152
115610,이미지스,536.5
116100,태양기계,
116100,태양기계,9.333333333333333333333333333
116100,태양기계,-10.33333333333333333333333333
116100,태양기계,9.333333333333333333333333333
117580,대성에너지,
117580,대성에너지,-273
117580,대성에너지,-164.8
117580,대성에너지,-273
117670,알파칩스,
117670,알파칩스,720
117670,알파칩스,-33.72727272727272727272727273
117670,알파칩스,720
117730,티로보틱스,
117730,티로보틱스,-19.07272727272727272727272727
117730,티로보틱스,-66.5625
117730,티로보틱스,-19.07272727272727272727272727
118000,메타케어,
118000,메타케어,-80
118000,메타케어,25.66666666666666666666666667
118000,메타케어,-80
118990,모트렉스,
118990,모트렉스,-460.5
118990,모트렉스,-37.84
118990,모트렉스,-460.5
119500,포메탈,
119500,포메탈,
119500,포메탈,612
119500,포메탈,
119610,인터로조,
119610,인터로조,54.02941176470588235294117647
119610,인터로조,-18.16822429906542056074766355
119610,인터로조,54.02941176470588235294117647
119650,KC코트렐,
119650,KC코트렐,
119650,KC코트렐,
119650,KC코트렐,
119830,아이텍,
119830,아이텍,68
119830,아이텍,-48.07692307692307692307692308
119830,아이텍,68
119850,지엔씨에너지,
119850,지엔씨에너지,-101.6666666666666666666666667
119850,지엔씨에너지,-47.92307692307692307692307692
119850,지엔씨에너지,-101.6666666666666666666666667
120030,조선선재,
120030,조선선재,-1009
120030,조선선재,-64.0625
120030,조선선재,-1009
120110,코오롱인더,
120110,코오롱인더,-118.3333333333333333333333333
120110,코오롱인더,-178.5
120110,코오롱인더,-118.3333333333333333333333333
120115,코오롱인더우,
120115,코오롱인더우,-113
120115,코오롱인더우,-151.6666666666666666666666667
120115,코오롱인더우,-113
120240,대정화금,
120240,대정화금,-132.9
120240,대정화금,-148.6666666666666666666666667
120240,대정화금,-132.9
121060,유니포인트,
121060,유니포인트,-10.33333333333333333333333333
121060,유니포인트,-35.44444444444444444444444444
121060,유니포인트,-10.33333333333333333333333333
121440,골프존홀딩스,
121440,골프존홀딩스,-103.8
121440,골프존홀딩스,-40.92307692307692307692307692
121440,골프존홀딩스,-103.8
121600,나노신소재,
121600,나노신소재,188.3333333333333333333333333
121600,나노신소재,-25.56521739130434782608695652
121600,나노신소재,188.3333333333333333333333333
121800,비덴트,
121800,비덴트,
121800,비덴트,
121800,비덴트,
121850,코이즈,
121850,코이즈,87.8
121850,코이즈,-44.9
121850,코이즈,87.8
121890,에스디시스템,
121890,에스디시스템,276
121890,에스디시스템,-461
121890,에스디시스템,276
122310,제노레이,
122310,제노레이,-89.66666666666666666666666667
122310,제노레이,-49.90909090909090909090909091
122310,제노레이,-89.66666666666666666666666667
122350,삼기,
122350,삼기,-127.7272727272727272727272727
122350,삼기,-38.97297297297297297297297297
122350,삼기,-127.7272727272727272727272727
122450,KX,
122450,KX,-49.8125
122450,KX,-67.41666666666666666666666667
122450,KX,-49.8125
122640,예스티,
122640,예스티,-50.11764705882352941176470588
122640,예스티,-19.52173913043478260869565217
122640,예스티,-50.11764705882352941176470588
122690,서진오토모티브,
122690,서진오토모티브,-44.88888888888888888888888889
122690,서진오토모티브,-17.83333333333333333333333333
122690,서진오토모티브,-44.88888888888888888888888889
122830,원포유,
122830,원포유,989
122830,원포유,-90.90909090909090909090909091
122830,원포유,989
122870,와이지엔터테인먼트,
122870,와이지엔터테인먼트,-139.7142857142857142857142857
122870,와이지엔터테인먼트,-76.23076923076923076923076923
122870,와이지엔터테인먼트,-139.7142857142857142857142857
122900,아이마켓코리아,
122900,아이마켓코리아,-136.6666666666666666666666667
122900,아이마켓코리아,-92.11111111111111111111111111
122900,아이마켓코리아,-136.6666666666666666666666667
122990,와이솔,
122990,와이솔,-11.89795918367346938775510204
122990,와이솔,-45.84615384615384615384615385
122990,와이솔,-11.89795918367346938775510204
123010,아이윈플러스,
123010,아이윈플러스,449.5
123010,아이윈플러스,-14.41791044776119402985074627
123010,아이윈플러스,449.5
123040,엠에스오토텍,
123040,엠에스오토텍,-108.2
123040,엠에스오토텍,-31.05555555555555555555555556
123040,엠에스오토텍,-108.2
123330,제닉,
123330,제닉,
123330,제닉,-13.71739130434782608695652174
123330,제닉,
123410,코리아에프티,
123410,코리아에프티,52.4
123410,코리아에프티,-41.30769230769230769230769231
123410,코리아에프티,52.4
123420,위메이드플레이,
123420,위메이드플레이,-1064
123420,위메이드플레이,80.84615384615384615384615385
123420,위메이드플레이,-1064
123570,이엠넷,
123570,이엠넷,234.5
123570,이엠넷,-47.9
123570,이엠넷,234.5
123690,한국화장품,
123690,한국화장품,250.5
123690,한국화장품,-42.75
123690,한국화장품,250.5
123700,SJM,
123700,SJM,98.85714285714285714285714286
123700,SJM,-47.13333333333333333333333333
123700,SJM,98.85714285714285714285714286
123750,알톤,
123750,알톤,32
123750,알톤,7.634920634920634920634920635
123750,알톤,32
123840,뉴온,
123840,뉴온,-55.42857142857142857142857143
123840,뉴온,-78.6
123840,뉴온,-55.42857142857142857142857143
123860,아나패스,
123860,아나패스,-39.35416666666666666666666667
123860,아나패스,-630.6666666666666666666666667
123860,아나패스,-39.35416666666666666666666667
123890,한국자산신탁,
123890,한국자산신탁,-80.16666666666666666666666667
123890,한국자산신탁,-241.5
123890,한국자산신탁,-80.16666666666666666666666667
124500,아이티센글로벌,
124500,아이티센글로벌,44.07894736842105263157894737
124500,아이티센글로벌,-15.07563025210084033613445378
124500,아이티센글로벌,44.07894736842105263157894737
124560,태웅로직스,
124560,태웅로직스,-43.85714285714285714285714286
124560,태웅로직스,-56.81818181818181818181818182
124560,태웅로직스,-43.85714285714285714285714286
125020,티씨머티리얼즈,
125020,티씨머티리얼즈,-494
125020,티씨머티리얼즈,-17.46666666666666666666666667
125020,티씨머티리얼즈,-494
125210,아모그린텍,
125210,아모그린텍,-233.6666666666666666666666667
125210,아모그린텍,174.25
125210,아모그린텍,-233.6666666666666666666666667
126340,비나텍,
126340,비나텍,11.19696969696969696969696970
126340,비나텍,7.593023255813953488372093023
126340,비나텍,11.19696969696969696969696970
126560,현대퓨처넷,
126560,현대퓨처넷,132.6
126560,현대퓨처넷,-111.5
126560,현대퓨처넷,132.6
126600,BGF에코머티리얼즈,
126600,BGF에코머티리얼즈,-35.82352941176470588235294118
126600,BGF에코머티리얼즈,-34.83333333333333333333333333
126600,BGF에코머티리얼즈,-35.82352941176470588235294118
126640,화신정공,
126640,화신정공,100.3846153846153846153846154
126640,화신정공,49.19230769230769230769230769
126640,화신정공,100.3846153846153846153846154
126700,하이비젼시스템,
126700,하이비젼시스템,-59.48
126700,하이비젼시스템,-23.19402985074626865671641791
126700,하이비젼시스템,-59.48
126720,수산인더스트리,
126720,수산인더스트리,115.5
126720,수산인더스트리,-20.25
126720,수산인더스트리,115.5
126730,코칩,
126730,코칩,145.625
126730,코칩,-25.78723404255319148936170213
126730,코칩,145.625
126880,제이엔케이글로벌,
126880,제이엔케이글로벌,-427
126880,제이엔케이글로벌,-54.375
126880,제이엔케이글로벌,-427
127120,제이에스링크,
127120,제이에스링크,78.63636363636363636363636364
127120,제이에스링크,49.88235294117647058823529412
127120,제이에스링크,78.63636363636363636363636364
127710,아시아경제,
127710,아시아경제,-36.9
127710,아시아경제,45.125
127710,아시아경제,-36.9
127980,화인써키트,
127980,화인써키트,-296.5
127980,화인써키트,-297.5
127980,화인써키트,-296.5
128540,에코캡,
128540,에코캡,-171.3636363636363636363636364
128540,에코캡,-54.85714285714285714285714286
128540,에코캡,-171.3636363636363636363636364
128660,피제이메탈,
128660,피제이메탈,-597
128660,피제이메탈,-40.8
128660,피제이메탈,-597
128820,대성산업,
128820,대성산업,-400
128820,대성산업,-12.94029850746268656716417910
128820,대성산업,-400
128940,한미약품,
128940,한미약품,-140.75
128940,한미약품,139.75
128940,한미약품,-140.75
129260,인터지스,
129260,인터지스,140
129260,인터지스,-29
129260,인터지스,140
129890,앱코,
129890,앱코,-49.11111111111111111111111111
129890,앱코,-443
129890,앱코,-49.11111111111111111111111111
129920,대성하이텍,
129920,대성하이텍,41.71428571428571428571428571
129920,대성하이텍,-29.25806451612903225806451613
129920,대성하이텍,41.71428571428571428571428571
130500,GH신소재,
130500,GH신소재,-94.33333333333333333333333333
130500,GH신소재,-41.42857142857142857142857143
130500,GH신소재,-94.33333333333333333333333333
130580,나이스디앤비,
130580,나이스디앤비,-260
130580,나이스디앤비,-27
130580,나이스디앤비,-260
130660,한전산업,
130660,한전산업,-154.375
130660,한전산업,-155.375
130660,한전산업,-154.375
130740,티피씨글로벌,
130740,티피씨글로벌,74.75
130740,티피씨글로벌,111.125
130740,티피씨글로벌,74.75
131030,옵투스제약,
131030,옵투스제약,-74.33333333333333333333333333
131030,옵투스제약,-40.35294117647058823529411765
131030,옵투스제약,-74.33333333333333333333333333
131090,시큐브,
131090,시큐브,-104
131090,시큐브,-417
131090,시큐브,-104
131100,티엔엔터테인먼트,
131100,티엔엔터테인먼트,252.2857142857142857142857143
131100,티엔엔터테인먼트,-34.32075471698113207547169811
131100,티엔엔터테인먼트,252.2857142857142857142857143
131180,딜리,
131180,딜리,
131180,딜리,-27.02564102564102564102564103
131180,딜리,
131220,대한과학,
131220,대한과학,
131220,대한과학,-242
131220,대한과학,
131290,티에스이,
131290,티에스이,-86.11111111111111111111111111
131290,티에스이,-18.22222222222222222222222222
131290,티에스이,-86.11111111111111111111111111
131370,알서포트,
131370,알서포트,
131370,알서포트,83.85714285714285714285714286
131370,알서포트,
131400,이브이첨단소재,
131400,이브이첨단소재,-57.875
131400,이브이첨단소재,-47.3
131400,이브이첨단소재,-57.875
131760,파인텍,
131760,파인텍,13.04285714285714285714285714
131760,파인텍,34.11538461538461538461538462
131760,파인텍,13.04285714285714285714285714
131970,두산테스나,
131970,두산테스나,38.88888888888888888888888889
131970,두산테스나,-26
131970,두산테스나,38.88888888888888888888888889
133750,메가엠디,
133750,메가엠디,-99.85
133750,메가엠디,-666.6666666666666666666666667
133750,메가엠디,-99.85
133820,화인베스틸,
133820,화인베스틸,-89.76470588235294117647058824
133820,화인베스틸,11.61157024793388429752066116
133820,화인베스틸,-89.76470588235294117647058824
134060,이퓨쳐,
134060,이퓨쳐,434.5
134060,이퓨쳐,-35.76
134060,이퓨쳐,434.5
134380,미원화학,
134380,미원화학,-168
134380,미원화학,-281
134380,미원화학,-168
134580,탑코미디어,
134580,탑코미디어,8.043478260869565217391304348
134580,탑코미디어,4.886363636363636363636363636
134580,탑코미디어,8.043478260869565217391304348
134790,시디즈,
134790,시디즈,573
134790,시디즈,-31.15789473684210526315789474
134790,시디즈,573
136150,원일티엔아이,
136150,원일티엔아이,52.875
136150,원일티엔아이,-48
136150,원일티엔아이,52.875
136410,아셈스,
136410,아셈스,-19.63461538461538461538461538
136410,아셈스,1020
136410,아셈스,-19.63461538461538461538461538
136480,하림,
136480,하림,-299.5
136480,하림,598
136480,하림,-299.5
136490,선진,
136490,선진,573.5
136490,선진,-27.06818181818181818181818182
136490,선진,573.5
136540,윈스테크넷,
136540,윈스테크넷,154.625
136540,윈스테크넷,-43.65517241379310344827586207
136540,윈스테크넷,154.625
136660,큐엠씨,
136660,큐엠씨,-10.5
136660,큐엠씨,
136660,큐엠씨,-10.5
137080,나래나노텍,
137080,나래나노텍,
137080,나래나노텍,-60.5
137080,나래나노텍,
137310,에스디바이오센서,
137310,에스디바이오센서,-64.75
137310,에스디바이오센서,27
137310,에스디바이오센서,-64.75
137400,피엔티,
137400,피엔티,20.69444444444444444444444444
137400,피엔티,-28.59259259259259259259259259
137400,피엔티,20.69444444444444444444444444
137940,넥스트아이,
137940,넥스트아이,74.8
137940,넥스트아이,-63.33333333333333333333333333
137940,넥스트아이,74.8
137950,제이씨케미칼,
137950,제이씨케미칼,
137950,제이씨케미칼,-37.95
137950,제이씨케미칼,
138040,메리츠금융지주,
138040,메리츠금융지주,17.04285714285714285714285714
138040,메리츠금융지주,-80.53333333333333333333333333
138040,메리츠금융지주,17.04285714285714285714285714
138070,신진에스엠,
138070,신진에스엠,-155
138070,신진에스엠,-78.5
138070,신진에스엠,-155
138080,오이솔루션,
138080,오이솔루션,-138
138080,오이솔루션,-139
138080,오이솔루션,-138
138360,협진,
138360,협진,-30.34615384615384615384615385
138360,협진,-72.72727272727272727272727273
138360,협진,-30.34615384615384615384615385
138490,코오롱ENP,
138490,코오롱ENP,-219
138490,코오롱ENP,-165.25
138490,코오롱ENP,-219
138610,나이벡,
138610,나이벡,72.28571428571428571428571429
138610,나이벡,-73.28571428571428571428571429
138610,나이벡,72.28571428571428571428571429
138930,BNK금융지주,
138930,BNK금융지주,1461
138930,BNK금융지주,-366.25
138930,BNK금융지주,1461
139050,BF랩스,
139050,BF랩스,
139050,BF랩스,
139050,BF랩스,
139130,iM금융지주,
139130,iM금융지주,-474.3333333333333333333333333
139130,iM금융지주,-204.2857142857142857142857143
139130,iM금융지주,-474.3333333333333333333333333
139480,이마트,
139480,이마트,-86.33333333333333333333333333
139480,이마트,-98.125
139480,이마트,-86.33333333333333333333333333
139670,키네마스터,
139670,키네마스터,457
139670,키네마스터,-18.57692307692307692307692308
139670,키네마스터,457
139990,아주스틸,
139990,아주스틸,
139990,아주스틸,-76.6
139990,아주스틸,
140070,서플러스글로벌,
140070,서플러스글로벌,-78.16666666666666666666666667
140070,서플러스글로벌,-32.26666666666666666666666667
140070,서플러스글로벌,-78.16666666666666666666666667
140410,메지온,
140410,메지온,73
140410,메지온,-41.55555555555555555555555556
140410,메지온,73
140430,카티스,
140430,카티스,
140430,카티스,-24.2
140430,카티스,
140520,대창스틸,
140520,대창스틸,-456
140520,대창스틸,-229
140520,대창스틸,-456
140610,엔솔바이오사이언스,
140610,엔솔바이오사이언스,-83.28571428571428571428571429
140610,엔솔바이오사이언스,-28.328125
140610,엔솔바이오사이언스,-83.28571428571428571428571429
140660,위월드,
140660,위월드,-900
140660,위월드,449
140660,위월드,-900
140670,알에스오토메이션,
140670,알에스오토메이션,
140670,알에스오토메이션,-31.77083333333333333333333333
140670,알에스오토메이션,
140860,파크시스템스,
140860,파크시스템스,-49.6
140860,파크시스템스,-32
140860,파크시스템스,-49.6
140910,에이리츠,
140910,에이리츠,
140910,에이리츠,
140910,에이리츠,
141000,비아트론,
141000,비아트론,-14.22413793103448275862068966
141000,비아트론,-413.5
141000,비아트론,-14.22413793103448275862068966
141080,리가켐바이오,
141080,리가켐바이오,302
141080,리가켐바이오,-29.49056603773584905660377358
141080,리가켐바이오,302
142210,유니트론텍,
142210,유니트론텍,-56.5
142210,유니트론텍,-24.54166666666666666666666667
142210,유니트론텍,-56.5
142280,녹십자엠에스,
142280,녹십자엠에스,-73.27272727272727272727272727
142280,녹십자엠에스,-48.41176470588235294117647059
142280,녹십자엠에스,-73.27272727272727272727272727
142760,모아라이프플러스,
142760,모아라이프플러스,18.15
142760,모아라이프플러스,-76.625
142760,모아라이프플러스,18.15
143160,아이디스,
143160,아이디스,570
143160,아이디스,-123.1428571428571428571428571
143160,아이디스,570
143210,핸즈코퍼레이션,
143210,핸즈코퍼레이션,
143210,핸즈코퍼레이션,-80.23809523809523809523809524
143210,핸즈코퍼레이션,
143240,사람인,
143240,사람인,51.93103448275862068965517241
143240,사람인,-108.5714285714285714285714286
143240,사람인,51.93103448275862068965517241
143540,영우디에스피,
143540,영우디에스피,
143540,영우디에스피,-57.72727272727272727272727273
143540,영우디에스피,
144510,지씨셀,
144510,지씨셀,
144510,지씨셀,-61.21212121212121212121212121
144510,지씨셀,
144960,뉴파워프라즈마,
144960,뉴파워프라즈마,-179.6666666666666666666666667
144960,뉴파워프라즈마,-54.9
144960,뉴파워프라즈마,-179.6666666666666666666666667
145020,휴젤,
145020,휴젤,-307.5
145020,휴젤,-33.36842105263157894736842105
145020,휴젤,-307.5
145170,노브랜드,
145170,노브랜드,-252.5
145170,노브랜드,-73.14285714285714285714285714
145170,노브랜드,-252.5
145210,다이나믹디자인,
145210,다이나믹디자인,
145210,다이나믹디자인,-65.61538461538461538461538462
145210,다이나믹디자인,
145270,케이탑리츠,
145270,케이탑리츠,106.5555555555555555555555556
145270,케이탑리츠,-120.875
145270,케이탑리츠,106.5555555555555555555555556
145720,덴티움,
145720,덴티움,
145720,덴티움,26.73913043478260869565217391
145720,덴티움,
145990,삼양사,
145990,삼양사,-98.4
145990,삼양사,-42
145990,삼양사,-98.4
145995,삼양사우,
145995,삼양사우,-61.63636363636363636363636364
145995,삼양사우,-49.42857142857142857142857143
145995,삼양사우,-61.63636363636363636363636364
146060,율촌,
146060,율촌,-204
146060,율촌,-17.76712328767123287671232877
146060,율촌,-204
146320,비씨엔씨,
146320,비씨엔씨,-68.53333333333333333333333333
146320,비씨엔씨,-39.07407407407407407407407407
146320,비씨엔씨,-68.53333333333333333333333333
147760,피엠티,
147760,피엠티,-243
147760,피엠티,-31.375
147760,피엠티,-243
147830,제룡산업,
147830,제룡산업,-69.4
147830,제룡산업,-44.375
147830,제룡산업,-69.4
148150,세경하이테크,
148150,세경하이테크,-71.44444444444444444444444444
148150,세경하이테크,127.6
148150,세경하이테크,-71.44444444444444444444444444
148250,알엔투테크놀로지,
148250,알엔투테크놀로지,-72.9
148250,알엔투테크놀로지,
148250,알엔투테크놀로지,-72.9
148780,비큐AI,
148780,비큐AI,-76.4
148780,비큐AI,-101.5263157894736842105263158
148780,비큐AI,-76.4
148930,에이치와이티씨,
148930,에이치와이티씨,-759
148930,에이치와이티씨,-254
148930,에이치와이티씨,-759
149010,아이케이세미콘,
149010,아이케이세미콘,-41.33333333333333333333333333
149010,아이케이세미콘,
149010,아이케이세미콘,-41.33333333333333333333333333
149300,아퓨어스,
149300,아퓨어스,9.055555555555555555555555556
149300,아퓨어스,6.761904761904761904761904762
149300,아퓨어스,9.055555555555555555555555556
149950,아바텍,
149950,아바텍,-204
149950,아바텍,-43.94736842105263157894736842
149950,아바텍,-204
149980,하이로닉,
149980,하이로닉,
149980,하이로닉,
149980,하이로닉,
150840,인트로메딕,
150840,인트로메딕,
150840,인트로메딕,
150840,인트로메딕,
150900,파수,
150900,파수,89
150900,파수,-33.96296296296296296296296296
150900,파수,89
151860,KG에코솔루션,
151860,KG에코솔루션,-151
151860,KG에코솔루션,-61.4
151860,KG에코솔루션,-151
151910,퓨처코어,
151910,퓨처코어,
151910,퓨처코어,
151910,퓨처코어,
152550,한국ANKOR유전,
152550,한국ANKOR유전,
152550,한국ANKOR유전,-49
152550,한국ANKOR유전,
153460,네이블,
153460,네이블,745
153460,네이블,-36.47619047619047619047619048
153460,네이블,745
153490,우리이앤엘,
153490,우리이앤엘,
153490,우리이앤엘,32.72727272727272727272727273
